,Unnamed: 0,text,labels,target,action
383,383,"East Haven Police on Wednesday released a video of the Old Stone Church Pastor confronting officers and trying to block them from taking an accused violent offender, who hid inside the church, back to police headquarters for processing Tuesday afternoon. Police also released body camera footage late Wednesday, which shows police searching the church for the accused violent offender. (You can view both videos a bit further down in the story). Police said the Pastor was extremely irate that police officers entered her church to search for a violent fugitive, Ryan Champlin, 34, who had just attacked his mother repeatedly with a telephone in their home Tuesday. The Pastor physically attempted to stop police officers from leaving with the accused including jumping in front of the police car, police said. The Pastor demanded that police release the accused to her. On the video, the Pastor blasts cops and said they had no authority to arrest the accused and could not go inside the church to search for the accused violent offender. She said police cant arrest the man while he is inside the church because its a sanctuary. Police said young children may have been inside the church, which operates a daycare, and they needed to act. Police were able to take Champlin into custody Tuesday afternoon despite the Pastors vehement objections. The victim suffered serious but non-life-threatening injuries during the brutal attack, police said. Police Lt. Joseph M. Murgo said they respect the rights of the church but felt they needed to act, especially with young children possibly nearby. Other church employees did allow police into the building, Murgo said, and it was only after Champlin was in custody did the Pastor come on scene. While the East Haven Police Department respects the sanctity of a church, we also owe it to victims of domestic violence to apprehend suspects who commit violent felony assaults, Murgo said. Officers were also cognizant of the fact that children attending day care might have been exposed to a fleeing felony suspect within the interior of the church. We feel that the decision to enter the church was the correct one in this particular situation. Here is video of the officers searching for Champlin. Police said they responded to a local home on a report of a serious domestic violence assault Tuesday afternoon. When officers arrived they found the mans mother badly beaten, police said. The victim said she got into an argument with her son because he does not pay to live with them, police said. The victim said while she was being assaulted by her son, she attempted to call 911, but was unable to do so because Champlin pushed her to the ground, police said. The victim ran into her bedroom and locked the door, but Champlin forced his way in by kicking it open, grabbed the cordless phone from her and struck her in the back of the head with it several times, breaking the phone, Murgo said. He then fled on foot. Officers received a tip that Champlin had been dropped off at the Old Stone Church, 251 Main Street, and police were initially allowed in by church employees to search for the man, police said. Champlin was found hiding in an upstairs office and was arrested without incident, police said. Police said the Pastor arrived and blocked in the police cruiser that Champlin was in and demanded that officers release him to her custody. She said officers had no right to arrest him within the interior of the church, even if it was for felony domestic violence charges, police said. The Pastor, who was extremely irate, proceeded to attempt to get in front of the police cruiser when an officer attempted to drive away with Champlin, but was stopped by another officer on scene. During this (incident), officers exercised excellent discretion and de-escalated the situation, Murgo said. Police said when Champlin entered the church he had access to the whole building including the daycare area. Police said they dont believe he contacted any children. Champlin is charged with second-degree assault, interfering with an emergency call, disorderly conduct, and third-degree criminal mischief. He is being held in lieu of a $25,000 bond. Image via East Haven Police",0,8,5
384,384,"Eversource is continuing to warn business and residential customers that scammers are still fraudulently calling and knocking on doors claiming to be representatives or partners of the utility company. Whether these scammers are using aggressive marketing tactics to sell discounted power or threatening to turn off electricity unless an immediate payment is made, the company is warning customers to be cautious. These individuals are not affiliated with Eversource in any capacity and are most likely either scammers or third-party suppliers choosing to use deceptive marketing tactics, the company wrote in a statement. Eversource customer Theodore Owens recently reported seeing individuals targeting utility customers in his New Britain neighborhood. Two men came to my door, stated they were representing Eversource and told me they could save me money on my bill, said Owens in a company release. They quickly flashed a badge and asked to see my bill. I believed they were from Eversource so I showed them my bill. They tricked me and I ended up signing with an alternative company that was charging more than Eversource. These men fooled me and pulled the wool over my eyes. From the Eversource scam alert release: Reminders: Eversource urges anyone who believes they are a target of improper solicitation to please contact them directly at 1-800-286-2000  Eversource.com provides more information on how to protect personal information and avoid becoming a victim of utility scams. Concerned customers can also report scams and fraudulent activity by calling PURA at 1-800-382-4586     Image via Shutterstock",0,8,5
385,385,"From Branford Police: Officers with the Branford Police Department will host a Coin Drop fundraiser to benefit Special Olympics Connecticut at the intersection of Main and Kirkham St on Saturday, April 15 from 10 a.m. to 2 p.m. Officers will stand at the corner of the intersection with a drop box as cars drive by and empty their change. All the proceeds with go to Special Olympics Connecticut to support its year-round sports, health and fitness programs for athletes of all abilities. For more information, call (203) 230-1201 or email specialolympicsct@org.com. Partner Sponsors: Adams Hometown Markets/IGA Hometown Supermarkets, Dream Ride, ESPN, Eversource Energy, The Golisano Foundation, Law Enforcement Torch Run, NBC Connecticut, TD Bank, United Technologies and WWE. Year-Round Suppliers: Adams Hometown Markets/IGA Hometown Supermarkets, Campus Customs, The Coca-Cola Company, Connecticut Portable Storage/PODS, Crystal Rock Water and Coffee Company, Dunkin Donuts, Graebel Moving Services, LLC, Guidas Milk and Ice Cream, Lamar Outdoor Advertising, Marcus Communications, State of Connecticut Judicial Branch Community Service and WORX. Image via Pixabay",0,8,5
386,386,"Several law-enforcement officials from various cities and agencies recently graduated from the Los Angeles County Sheriffs Departments Training Academy in Whittier. Academy officials said they honored four female and 16 male officers from the Baldwin Park, Culver City, El Monte, Gardena, Los Angeles School, Montebello and San Gabriel police departments. Graduates also came from the California Department of Insurance - Fraud Division, California Department of Motor Vehicles - Investigations Division and the California State Lottery, Security and Law Enforcement. The ceremony was held Aug. 1 at the Sheriffs Training Academy and Regional Services Center. Chief Steven Zipperman of the Los Angeles School Police Department addressed graduates and guests during the event, officials said. As part of the graduation, a badge-pinning ceremony was conducted, with the new Officers receiving their badges from a family member or loved one, officials wrote in a news release. After receiving their graduation certificates, the graduates were officially sworn in as peace officers by Sheriff Lee Baca. Officer Nicholas Alexander Wells of the Culver City Police Department, a resident of Valencia, was named the Honor and Academic Recruit for Class No. 394. The award is given to the recruit who achieves the highest numerical average based upon leadership qualities, academics, marksmanship, and physical performance throughout the training period, officials wrote.",0,8,5
387,387,"A Smithtown couple helped rescue swimmers from the Peconic Bay on Saturday morning, according to Southampton Town Police. Constables were notified of five swimmers in distress by buoy 22 at 10:10 a.m., police said. Southampton Town Bay Constable Mark Ruocco arrived on scene aboard Marine Unit 5 to find two men, Raymond Hummel and Alex Choi, both 22 years old, who had climbed atop the aid to navigation, police said. Along with assistance from a Southold Town Bay Constables Marine unit and Captain Garrett Moore aboard a Vessel from Sea Tow Eastern, they were able to safely recover both men from the buoy, police said. Once they were safely on board, they informed the officers that there were still three people unaccounted for, police said. A search of the area was begun by units from Southampton, Southold, the U.S. Coast Guard and Suffolk County Police Aviation. A short time later a good Samaritan vessel in the area named Lisa Ann being operated by Mark and Lisa Bischoff, of Smithtown, spotted the remaining swimmers: Nathan Reister 22, John Morales, 19, and Ben Moritz, 21, west of Robins Island, were able to safely recover the men in adverse sea conditions, police said. All were transported to Towd Point Dock by Southampton Marine Unit 5 where Hummel was transported to Southampton Hospital via Southampton Volunteer Ambulance for treatment of lacerations to the leg, police said. Photos: Google Maps",0,8,5
388,388,"A tow-truck driver towing a vehicle in the 11200 block of Golden Leaf Circle late Thursday night was reportedly assaulted from behind and knocked out, according to Prince William County Police. The victim, a 35-year-old Stafford man, said he never saw the suspect or the object used to strike him. Shortly before 3 a.m. Friday, police responded to a reported assault. The man said he works for a local towing company in the aforementioned area when he was whacked in the head and rendered unconscious. When he came to, he completed the tow and then sought medical attention before calling police. No property was reported missing. (For more local news, click here to sign up for real-time news alerts. Also, like us on Facebook, and if you have an iPhone, click here to get the free Patch iPhone app.) Image via Shutterstock",0,8,5
389,389,"A vehicle crashed into the CVS in Collegeville on Monday morning, authorities said. The incident occurred at around 10:30 a.m. at the CVS on Park Avenue near 2nd Avenue. The vehicle, a dark blue SUV, apparently lost control and ran through the parking lot, smashing into a pillar located near the front entrance to the store. Its not yet clear what caused the incident. No word yet on injuries. The Collegeville Fire Company, Trappe Fire Company No. 1 Ambulance, and Collegeville Police responded to the scene. DeWanes Garage removed the vehicle. Image courtesy Collegeville Fire Department",0,8,5
390,390,"The husband and wife who helped run a national drug trafficking and money laundering organization through the now closed KC Pit BBQ Restaurant in Sandy Springs have been sentenced to federal prison. Thousands of kilograms of cocaine imported from Mexico was transported from California to Kansas City, Philadelphia and Washington D.C., and millions of dollars in drug proceeds in Georgia were laundered. According to U.S. Attorney Sally Quillian Yates and other information presented in court: In 2003, the Johnsons owned the restaurant.  Jiles Johnson was also a commercial truck driver and began to supplement his income by driving cocaine from California to Philadelphia on behalf of Mark Walker. Walker was a Philadelphia cocaine distributor with access to street-level dealers.  Johnson also supplied cocaine to Kansas City and Washington, D.C. The Johnsons purchased more than $3 million in real estate in Georgia with the drug proceeds, including an 80-acre motorcycle racetrack in Twiggs County. Linda Tong of Alpharetta, a real estate broker, made deposits under $10,000 to avoid the filing of a Currency Transaction Report by a financial institution to help them. Matthew Ware, the restaurants accountant, accepted bags of cash in excess of $10,000 from Jiles Johnson. Ware provided the cash to some of his clients and they repaid him with checks made payable to Johnson and his businesses. Ware connected Johnson to Jacques Degaule to assist with the laundering. The financial planner traveled to banks in Georgia, Missouri, Pennsylvania and New Jersey to deposit more than $7 million dollars. None of the required IRS Forms were filed. Evan Francis, a local car broker, coordinated the delivery of loads of cocaine, solicited customers and deposited cash.  Schawn Lemon Wortham laundered Mark Walkers funds while he remained incarcerated. The cocaine originated from Mexico and was supplied from California by Jose Gastelum and Lorenzo Vargas.  When Johnson experienced financial losses, Gastelum and Vargas took ownership interests in his restaurant and racetrack with Wares assistance. The organization unraveled in 2010 when Thallas Amie, Lavern Simon and Jiles Johnson attempted to deliver 35 kilograms of cocaine to Philadelphia. The cocaine was intercepted by law enforcement. U.S. District Judge Richard W. Story sentenced the Johnsons and other members of the organization, including: Linda Tong, 68, of Alpharetta, entered a guilty plea to one count of Structuring.  On Sept. 4, she was sentenced to three years of probation with the special condition of ten months home detention.",0,8,5
391,391,"Another bear has been sighted in northern Westchester. Yorktown police sent out a message alerting residents to the sighting of a bear on Hanover Street in the area of Butler Court and Birdsall Drive. Police are in the area and urge residents to use caution when outdoors. They warn people to not approach the bear if they see it. According to the state Department of Environmental Conservation, if you encounter a bear, never approach, surround or corner it. Bears aggressively defend themselves when they feel threatened. SEE ALSO: Another Bear Sighting In Northern Westchester Monday You should never run from a bear. The DEC said to stay calm, speak in a loud and calm voice, slowly back away and leave the area. For more information about how to handle other bear contacts, go to the DEC website. Get Patchs daily newsletters and news alerts right in your inbox. Find and Like Hudson Valley Patches Facebook Pages. Patch graphic.",0,8,5
392,392,"Public Service Electric and Gas (PSE&G) will repair gas lines in Cherry Hill on Haddonfield Road between Dudley and Princeton avenues, beginning next week, PSE&G announced. Work is expected to begin on or about Tuesday, Sept. 5, and last about three weeks. The work will take place around the clock. We will make every effort to minimize disruption, PSE&G Senior Gas Distribution Supervisor James Venito, Jr. said. We appreciate your patience and cooperation as we complete this important work to ensure continued safe and reliable gas service now and in the future. Although the roads will remain open, there will be lane closures. PSE&G has contracted traffic control provider Atlas Flasher to work with the Cherry Hill Police Department to direct traffic. Image via Shutterstock",0,8,5
393,393,Download the movie,0,8,5
394,394,"Two men convicted of posing as home inspectors to rob homes in Hopatcong will be sentenced in November after they were caught breaking in to an abandoned home. Kelvin V. Fridy, Jr., 27 of Irvington, and Freddie Hamilton, 25, of Union, were convicted Monday when they pleaded guilty to ourth-degree criminal attempt at their court appearance in Newton. Sussex County Prosecutors Office said police arrested the duo in June as they were removing appliances from the abandoned home. Sentencing will take place Nov. 7. Photo: Freddie Hamilton, 25, of Union, and his accomplice Kelvin V. Fridy were convicted of posing as home inspectors to break in to homes.",0,8,5
395,395,"A Montgomery Township woman was stalked by her drunk ex-boyfriend on July 16 before he led cops on a brief chase, according to a Montgomery News report. Arthur Joseph Flores, 58, was ordered by police to stay away from his Montgomery Township ex-girlfriend after damaging her car, the report states. But the next night, at about 8:30 p.m., he showed up at her apartment near the 200 block of Polo Drive and started banging on her air conditioning unit, according to the report. Flores left the scene in a green Jeep just before police arrived, and police chased after him, only stopping him after pulling in front of him after a third of a mile, per the report. His hearing is set for July 30.",0,8,5
396,396,"Brookline, MA – Police are searching for the owner of a missing cat in Brookline. The cat was found by police in the area of Clinton Road. If you are the owner or have any information about the identity of the owner, please call Brookline Animal Control at 617-730-2730 or email dcheung@brooklinema.gov. Photo via Brookline Police Department social media",0,8,5
397,397,"A pair of unidentified men reportedly worked together to steal an unattended Salvation Army kettle from in front of on Dec. 2. Witnesses said a black male in his mid-20s approached the kettle while the bell-ringer was inside of the grocery store, grabbed the full kettle and ran to a nearby vehicle. The man was is described as between 6 feet and 6 feet 3 inches tall, 250-275 pounds, wearing a yellow quilted jacket and tan Timberland boots. The bell-ringer told police he was inside the store at around 7 p.m., when someone ran inside to tell him his kettle was being stolen. The ringer said he chased the thief to a gray four-door vehicle, which the suspect and another black male fled the scene in. Jerrys Foods management informed there is no surveillance footage of the outside of the building. Witnesses said they did not see either suspect enter the grocery store. A representative with the Salvation Army told police a full kettle bell would likely contain between $300 and $500. Police report they currently have no known suspects.",0,8,5
398,398,"Those heading toward the University of Connecticut from Interstate-84 Thursday morning faced a delay because of an overnight crash in which a car took out a pole, Tolland emergency officials said. The car crashed into a utility pole near 609 Merrow Road, the local address for that part of state Route 195. It is a major route to UConn near the Exit 68 I-84 interchange. The car broke the pole and Frontier crews were at the scene at 5 a.m. fixing it, Tolland emergency officials said. Photo Credit: Tolland Alert",0,8,5
399,399,"GLASTONBURY/EAST HARTFORD — East Hartford police shot at a suspect in a chase than spilled into Glastonbury, a report indicates. On Sunday evening, East Hartford Police received a report of a stolen motor vehicle, according to a report. Shortly after 8:30 p.m., East Hartford officers spotted the stolen vehicle and followed it to the parking lot at 11 Turtle Creek Lane, according to a report. During the encounter, officers were injured, and police fired at the suspect vehicle, which then fled that scene, according to a report. East Hartford officers then pursued it to the New London Turnpike-Chestnut Hill Road-Copley Road area of Glastonbury and fired at the suspect and the suspect was struck, according to a report. The officers and suspect were transported to an area hospital, according to a report. State police and the Connecticut States Attorneys Office are investigating the event. Police did not provide details on injuries. Photo Credit: Shutterstock",0,8,5
400,400,"Police are searching for a man who allegedly sexually assaulted a woman during an armed robbery near Gallaudet University in Northeast Washington Saturday morning. Police said the assault occurred at about 6:30 a.m. in the 1100 block of Penn St. NE. The man allegedly displayed a handgun and forced the woman into an alley, where he then robbed and sexually assaulted her, police said. Police describe the suspect as a short, black male in his late thirties with a dark complexion. He was last seen wearing dark clothing and was armed with a handgun, police said. Police offer a $1,000 reward for information leading to a conviction in this case. Anyone with information is asked to call police at 202-727-9099. You can also submit information to the TEXT TIP LINE by sending a text message to 50411. Patch File Photo",0,8,5
401,401,"BUSHWICK, BROOKLYN — A missing 67-year-old Bed-Stuy, Brooklyn man hasnt been seen since Thursday night, NYPD said. Edwin Springer (pictured above) of 25 Macdonough Street, was last seen around 8:30 p.m. at his Bed-Stuy residence on Thursday Sept. 8. Detectives describe Springer as a black man with gray hair, medium complexion and brown eyes, standing about five feet four inches tall and weighing 158 pounds. He was last seen wearing a a blue t- shirt, black jeans, black shoes and a medical bracelet. Anyone with information on Springer can confidentially report it using the NYPDs Crime Stoppers website or by anonymously calling the Crime Stoppers hotline at 1-800-577-TIPS (8477). Los hispanohablantes pueden llamar 1-888-57-PISTA (74782). Tips can also be text-messaged to the NYPD by texting 274637 (CRIMES), then entering TIP577.  Pictured at top: Edwin Springer. Image via NYPD",0,8,5
402,402,"Chief Paul Januszewski reports that the North Haven Fire Department responded late last evening to a serious, head-on motor vehicle crash that left two people injured and required significant rescue work to remove one of the drivers from their vehicle, officials said in a news release. Firefighters responded to the area of 527 Washington Ave. at 11:04 p.m. Wednesday for a report of a motor vehicle crash. Upon arrival, rescuers found that a Chevrolet Suburban sport utility vehicle had appeared to depart from its lane, striking a Ford F-150 pickup truck head on., the release states The driver of the Ford, a 27-year-old man, was taken to Yale New Haven Hospital with injuries that are not considered life-threatening. The driver of the Chevrolet was pinned inside the wreckage. The call was reported at 11:04 p.m., firefighters had already begun extrication procedures by 11:12, and the patient was successfully removed from the vehicle 38 minutes later, at 11:50. The second driver, a 29-year-old man, was also taken to Yale with non life-threatening injuries. Januszewski praised the rescue work of his firefighters. This crash resulted in significant entrapment that required careful and deliberate rescue actions, as not to cause further injury to the patient, Januszewski said in a statement. I am very proud of the work done late last evening by our firefighters, spending more than half an hour, going layer-by-layer through the wreckage, to rescue and help save the life of a person. No names are being released at this time. The North Haven Police Department is investigating the crash.",0,8,5
403,403,"Enough cold air will linger across New Jersey during the latter half of January to increase the chance of snow in areas that have received little so far this season. A complex storm could bring snow, ice and rain to New Jersey this weekend, followed by another wave of arctic air will sweep southeastward this weekend, according to an AccuWeather release. With the air starting colder as storms approach, the likelihood of precipitation beginning as snow or a wintry mix in New Jersey will be much greater during the second half of the month than at any point so far this season, AccuWeather says. In the Midwest, this new blast of arctic air will be as cold as that of the start of this week, but for much of the Northeast it will be coldest of the season so far, According to AccuWeather Senior Meteorologist Brett Anderson says in the release. The storm system that is expected to take shape this weekend could saturate New Jersey with rain, starting out and end as a sloppy mix of rain, sleet and snow, according to nj.com. Forecasters who have been analyzing computer models that keep shifting the location of the expected storm track and the range of temperatures told nj.com that the storm could arrive late Friday night into early Saturday morning. Here is the weekend forecast from the National Weather Service: Friday night: Rain a possibility throughout N.J. at 7 p.m. Sunday morning: Snow could arrive in North Jersey by 1 a.m. Snow could arrive in South Jersey by 7 a.m. Monday morning: Snow could hit Jersey Shore by 1 a.m. Even as the core of the arctic air settles off the coast over the next week or two, meanwhile, enough cold air may remain behind to allow storms that roll along have greater chances at bringing snow or some sort of wintry precipitation when compared to early winter. You dont need bitterly cold air for it to snow, just cold enough, within a few degrees of freezing, AccuWeather Chief Long-Range Meteorologist Paul Pastelok said in the release. We expect temperatures to settle near average during late January in the Midwest and much of the East, which is cold enough for snow. While the exact timing and track of storms, which will determine who gets snow versus rain, can be uncertain several days out, there are indications that the pattern will yield more snow opportunities during late January, according to AccuWeather. If we look at the overall pattern, there is likely to be a major storm or two with a chance at bringing substantial accumulating snow to portions of the Ohio Valley, I-95 corridor of the mid-Atlantic and southern New England during the third and fourth week of the month, Pastelok said. The weight and extent of the cold air could be enough to cause storms to track more to the east and just off the Atlantic coast, instead of northward toward the Great Lakes and Appalachians. With a more southern and eastern storm track, snow could reach areas farther south and east than the first part of the winter. For portions of the Great Lakes, Appalachians and central and northern New England, multiple storms with enough snow and wintry mix to make for slippery travel are likely for the second half of January. This includes cities such as Chicago, Detroit, Cleveland, Pittsburgh, Boston and Albany, New York, according to AccuWeather.",0,8,5
404,404,"One person was taken to the hospital for injuries suffered in a Maryland City weekend house fire that drew firefighters from several counties. According to a release from theAnne Arundel County Fire Department, firefighters were dispatched at 2:42 a.m. Saturday, Nov. 16, to a house fire in the 400 block of Old Line Avenue in Maryland City. The first unit to arrive reported fire showing from the rear of the ranch-style dwelling with reports of one person trapped in the basement. Fire crews immediately located the victim and removed the person to safety, the departments news release said. The victim was taken to Baltimore Washington Medical Center with serious, non-life threatening injuries. A second alarm was requested, bringing a total of 35 firefighters to the scene from the Fort Meade, Prince Georges and Howard County Fire Departments. The fire was brought under control within one hour, authorities said in the release.",0,8,5
405,405,"Photos courtesy of the NYPD Police believe three August burglaries targeting upscale food joints in the Brooklyn neighborhoods of Park Slope and Windsor Terrace were carried out by the same two-man team. The three burglaries, as described by the NYPD:    In the Aug. 22 burglary at Bistro Bartoto Italiano, a surveillance camera caught the suspects in action. (Photos above.) One of them men is shown dressed in head-to-toe camouflage, while the other wears a gray hoodie. Both wear white cloths wrapped around their faces, leaving only their eyes exposed.  Anyone with information on the suspects is asked to call 1-800-577-TIPS. Tips can also be submitted online or by texting 274637, then entering TIP577.",0,8,5
406,406,"Cherry Valley Road will be closed to through traffic between Great Road and Cherry Hill Road due to road repairs on Wednesday, Princeton Police said. It will be closed between 7 a.m. and 3 p.m. Traffic to Princeton Montessori School will be allowed to the school. Detours will be posted, and drivers are advised to find alternate routes.",0,8,5
407,407,"The Londonderry Police Department is asking for the publics help investigating a recent credit card fraud case, according to a post on Facebook. The woman is wanted for questioning. If you know who she is, call 603-432-1118. Editors Note: This post was derived from information supplied by the Londonderry Police Department. It does not indicate a conviction. This link explains the name removal request process for NH Patch police reports. LPD also noted online that the posts have been working out great for the department lately so keep the tips coming.",0,8,5
408,408,"STONEHAM, MA—Funeral arrangements have been made for the Stoneham firefighter who was tragically killed on June 27. A funeral mass will be celebrated Thursday at St. Patricks Church, and visitation hours will be held at McDonald-Finnegan Funeral Home. See Also: Latest in Stoneham Firefighter Shot Dead: Suspect Arraigned Below is Athertons obituary, courtesy of McDonald-Finnegan Funeral Home. David J. Atherton, 23, of Stoneham, died accidentally on Tuesday, June 28. Born in Winchester on September 25, 1992, he was the son of the late Richard E. and Kathleen A. (Noonan) Atherton. David was a graduate of Stoneham High School, Class of 2011 and Northshore Community College. He was active duty in the Massachusetts Army National Guard and the Stoneham Fire Department. David is survived by his brother Richard E. Atherton, Jr and his wife Sarah of Woburn, his aunt Marylou Haverty and her husband Bob of Woburn, his nephew James Atherton, his niece Abagail Atherton and his three cousins; Kaitlin Haverty, Kerrie Bradley and Melissa Coleman. Visitation for relatives and friends will be held at the McDonald-Finnegan Funeral Home, 322 Main St., Stoneham on Wednesday from 3-8pm. A Funeral Mass will be celebrated in St. Patricks Church, 71 Central St., Stoneham on Thursday at 10am. Interment will be held at Lindenwood Cemetery in Stoneham.In lieu of flowers, memorial contributions may be made to the Fraternal Order of Fire Fighters Military Veterans, FOFFMV.org",0,8,5
409,409,"UPDATE: After several hours of investigation, investigators determined a briefcase found by PNC Bank off Old Frederick Road was not suspicious, the Howard County Police Department reported. Police said after 8 p.m. Thursday that roads in the area had reopened. They closed before 5:30 p.m. as crews investigated the situation. The suspicious briefcase appears to be no danger, police reported. Drivers should avoid part of Old Frederick Road in the Woodbine area due to police investigation Thursday evening. A suspicious briefcase drew authorities to the PNC Bank in the 15900 block of Old Frederick Road, the Howard County Police Department said in a report before 5:30 p.m. The bomb squad was on the premises and had sent a robot to investigate, the WBAL Sky Team reported at 6 p.m. Police advised drivers to avoid the area, where roads were closed.",0,8,5
410,410,"A Fire Saturday damaged the basement of a two-story home in the Mount Washington community. Firefighters were dispatched at 8:51 a.m. to 437 Isabel St. Crews had the fire out within 19 minutes of their arrival, said Brian Humphrey of the Los Angeles Fire Department. No injuries were reported, Humphrey said. City News Service",0,8,5
411,411,"On March 8 at about 3:30 p.m., police responded to reports of shop lifting at Menards in Golden Valley. Upon arrival, police arrested a Jordan man on theft charges. The man, who was 25 years old, was also arrested on fifth-degree drug charges and was in possession of a hypodermic needle. Police also arrested the following people between March 4 and 10. March 4 March 5 March 6 March 7 March 8 March 9 March 10",0,8,5
412,412,"An unattended item was reported at the Villa Marina Marketplace Mall in the 13400 block of Maxella Avenue in Marina del Rey Tuesday afternoon. The Los Angeles Police Department received the call at 12:29 p.m. and a bomb squad was expected to arrive to go through standard procedure to make sure the item was safe, according to an LAPD dispatcher. Police are investigating the suspicious item and an area around where the item was found was blocked off from public access, according to the Los Angeles Police Department.",0,8,5
413,413,"The Felony Lane Gang is striking in the Philadelphia area, and police in Delaware County and on the Main Line believe recent crimes in the area are likely tied to the Florida-based criminal group. Earlier this week, Radnor and Springfield township police reported crimes that strongly resemble Felony Lane Gang activity. Springfield Police said on June 1, a woman tried using a stolen drivers license to withdraw money from a local bank. She is suspected of attempting similar withdraws at other banks around Delaware County, according to police. Then on June 6, Radnor Township Police reported several vehicle break-ins in parts of the township. Vehicles at Skunk Hollow Park and Overbrook Golf Club in Villanova, as well as at Dittmar Park in Devon were targeted. When asked if they believe the break-ins are believed to be part of the criminal groups activity, police said its likely. Police in Bucks County reported three people were targeted by the Felony Lane Gang at a baseball field in Morrisville. One of those victims had more than $9,000 taken out of her savings account as a result. The Felony Lane Gang is a Florida-based gang that will steal various items typically used by women, such as purses and handbags. Then female members of the gang will pose as those victims at bank drive-throughs to steal funds from victims accounts. The gang uses the outside most lanes of bank drive-throughs so as not to be identified. That lane has since been called the felony lane by law enforcement agencies. Back in April, Tredyffrin Township Police arrested three alleged members of the gang, all of Florida, after someone reported suspicious activity at a bank in Paoli. Radnor Police it is working with nearby police departments to investigate the crimes and said residents should be vigilant about not leaving sensitive and personal belonging unattended. Anyone who sees suspicious activity or people should call 911 immediately. Image via Springfield Police",0,8,5
414,414,"A North Plainfield man was arrested and charged with the attempted murder of three Plainfield Police Detectives, acting Union County Prosecutor Michael A. Monahan announced. At around 10 p.m. on Wednesday, the three detectives were driving in the area of the 200 block of Pond Place when they heard the sound of gunshots. The responded to the area of Stanley and West 4th Streets, where they saw Junus Ellison, 28, of North Plainfield – who was wearing all black clothing – turn towards the detectives, and then fired numerous rounds, from a handgun, into their vehicle, Monahan said. The detectives jumped out of the car to take cover as Ellison fled on foot. One of the officers ran after Ellison through yards and parking lots, for several blocks, with Ellison firing at the detective repeatedly, according to the report. During the chase, the detective returned fire. Neither Ellison nor the detective were hit, Monahan said. Shortly after, Ellison was arrested by other responding officers. A search of one of the yards where Ellison ran through turned up a handgun with a large capacity magazine, according to the report. In the area where the detectives first heard the initial gunshots, officers found a man who had been shot and injured. That man is currently being treated for his injuries and the investigation into that shooting is ongoing. Ellison has been charged with three counts of first-degree attempted murder of the three detectives, one count of second-degree possession of a weapon for an unlawful purpose, one count of second-degree unlawful possession of a weapon, and one count of fourth-degree possession of a large capacity magazine. He is currently being housed in the Union County Jail pending a Pretrial Detention Hearing. The Prosecutors Offices Shooting Response Team is continuing to investigate this incident with assistance from the Union County Sheriffs Office Identification Unit and the Union County Police Department Ballistics Unit. Anyone with information is being urged to contact Prosecutors Office Detective David Nechamkin at 908-527-4933. The investigation is being conducted in strict accordance with New Jersey Office of the Attorney General Directive 2006-5 and the July 28, 2015 supplemental directive, which govern all investigations into use of deadly force by law enforcement. (Image via Union County Prosecutors Office: Junus Ellison, 28, of North Plainfield) Have a news tip? Email alexis.tarrazi@patch.com. Get Patch breaking news alerts sent right to your phone with our new app. Download here.",0,8,5
